# Stock data for AAPL from 2021-06-20 to 2026-06-20
# Total records: 1255
# Data retrieved on: 2026-06-20 23:11:17

Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-02-14,163.84,166.0,163.04,165.31,86185500,0.0,0.0
2022-02-15,167.36,169.3,166.65,169.14,62527400,0.0,0.0
2022-02-16,168.22,169.68,166.46,168.91,61177400,0.0,0.0
2022-02-17,167.42,168.28,164.91,165.31,69589300,0.0,0.0
2022-02-18,166.23,166.94,162.68,163.77,82772700,0.0,0.0
2022-02-22,161.5,163.17,158.73,160.85,91162800,0.0,0.0
2022-02-23,162.04,162.64,156.38,156.69,90009200,0.0,0.0
2022-02-24,149.36,159.41,148.79,159.3,141147500,0.0,0.0
2022-02-25,160.38,161.63,157.47,161.37,91974200,0.0,0.0
2022-02-28,159.62,161.93,159.0,161.63,95056600,0.0,0.0
2022-03-01,161.22,163.08,158.55,159.75,83474400,0.0,0.0
2022-03-02,160.92,163.83,159.51,163.04,79724800,0.0,0.0
2022-03-03,164.91,165.34,162.05,162.72,76678400,0.0,0.0
2022-03-04,161.02,162.05,158.68,159.72,83737200,0.0,0.0
2022-03-07,159.91,161.54,155.68,155.94,96418800,0.0,0.0
2022-03-08,155.47,159.44,152.51,154.12,131148300,0.0,0.0
2022-03-09,158.07,159.96,156.04,159.51,91454900,0.0,0.0
2022-03-10,156.82,157.0,152.69,155.17,105342000,0.0,0.0
2022-03-11,155.57,155.92,151.24,151.46,96970100,0.0,0.0
2022-03-14,148.25,150.87,146.93,147.44,108732100,0.0,0.0
2022-03-15,147.71,152.28,147.2,151.81,92964300,0.0,0.0
2022-03-16,153.73,156.62,151.2,156.22,102300200,0.0,0.0
2022-03-17,155.26,157.6,154.3,157.23,75615400,0.0,0.0
2022-03-18,157.12,161.01,156.39,160.52,123511700,0.0,0.0
2022-03-21,160.06,162.84,159.57,161.89,95811400,0.0,0.0
2022-03-22,162.01,165.84,161.43,165.25,81532000,0.0,0.0
2022-03-23,164.44,168.99,164.11,166.62,98062700,0.0,0.0
2022-03-24,167.45,170.46,166.62,170.39,90131400,0.0,0.0
2022-03-25,170.21,171.58,169.1,171.03,80546200,0.0,0.0
2022-03-28,168.53,172.02,168.37,171.89,90371900,0.0,0.0
2022-03-29,172.96,175.23,172.62,175.18,100589400,0.0,0.0
2022-03-30,174.78,175.82,172.97,174.02,92633200,0.0,0.0
2022-03-31,174.08,174.27,170.72,170.92,103049300,0.0,0.0
2022-04-01,170.35,171.19,168.31,170.63,78751300,0.0,0.0
2022-04-04,170.88,174.72,170.76,174.67,76468400,0.0,0.0
2022-04-05,173.75,174.53,170.74,171.36,73401800,0.0,0.0
2022-04-06,168.72,169.96,166.54,168.2,89058800,0.0,0.0
2022-04-07,167.55,169.7,166.26,168.5,77594700,0.0,0.0
2022-04-08,168.15,168.15,165.63,166.5,76575500,0.0,0.0
2022-04-11,165.15,165.46,162.01,162.25,72246700,0.0,0.0
2022-04-12,164.47,166.28,163.12,164.12,79265200,0.0,0.0
2022-04-13,163.86,167.43,163.25,166.8,70618900,0.0,0.0
2022-04-14,167.02,167.65,161.55,161.8,75329400,0.0,0.0
2022-04-18,160.46,163.08,160.12,161.58,69023900,0.0,0.0
2022-04-19,161.54,164.28,160.45,163.86,67723800,0.0,0.0
2022-04-20,165.2,165.31,162.59,163.7,67929800,0.0,0.0
2022-04-21,165.34,167.91,162.41,162.91,87227800,0.0,0.0
2022-04-22,162.94,164.32,158.09,158.37,84882400,0.0,0.0
2022-04-25,157.72,159.72,155.11,159.44,96046400,0.0,0.0
2022-04-26,158.82,158.91,153.41,153.49,95623200,0.0,0.0
2022-04-27,152.62,156.42,152.1,153.26,88063200,0.0,0.0
2022-04-28,155.89,161.05,155.57,160.18,130216800,0.0,0.0
2022-04-29,158.42,162.69,153.93,154.32,131747600,0.0,0.0
2022-05-02,153.4,154.89,150.03,154.62,123055300,0.0,0.0
2022-05-03,154.81,157.32,153.02,156.11,88966500,0.0,0.0
2022-05-04,156.3,162.96,155.9,162.51,108256500,0.0,0.0
2022-05-05,160.39,160.62,151.68,153.46,130525300,0.0,0.0
2022-05-06,152.94,156.3,151.15,154.18,116124600,0.23,0.0
2022-05-09,151.88,152.76,148.51,149.07,131577900,0.0,0.0
2022-05-10,152.46,153.66,149.92,151.47,115366700,0.0,0.0
2022-05-11,150.48,152.39,142.94,143.62,142689800,0.0,0.0
2022-05-12,139.96,143.32,136.07,139.75,182602000,0.0,0.0
2022-05-13,141.74,145.19,140.29,144.21,113990900,0.0,0.0
2022-05-16,142.69,144.62,141.34,142.68,86643800,0.0,0.0
2022-05-17,145.93,146.82,143.79,146.3,78336300,0.0,0.0
2022-05-18,143.96,144.46,137.15,138.05,109742900,0.0,0.0
2022-05-19,137.13,138.87,133.91,134.65,136095600,0.0,0.0
2022-05-20,136.35,137.93,130.0,134.88,137426100,0.0,0.0
2022-05-23,135.08,140.44,134.94,140.29,117726300,0.0,0.0
2022-05-24,138.04,139.18,134.63,137.6,104132700,0.0,0.0
2022-05-25,135.71,139.0,135.62,137.75,92482700,0.0,0.0
2022-05-26,134.69,141.5,134.44,140.95,90601500,0.0,0.0
2022-05-27,142.53,146.73,142.4,146.7,90978500,0.0,0.0
2022-05-31,146.14,147.7,143.95,145.91,103718400,0.0,0.0
2022-06-01,146.95,148.75,144.77,145.78,74286600,0.0,0.0
2022-06-02,144.92,148.29,143.97,148.23,72348100,0.0,0.0
2022-06-03,144.01,145.06,141.62,142.52,88570300,0.0,0.0
2022-06-06,144.14,145.65,142.05,143.26,71598400,0.0,0.0
2022-06-07,141.51,146.07,141.26,145.78,67808200,0.0,0.0
2022-06-08,145.66,146.92,144.56,145.05,53950200,0.0,0.0
2022-06-09,144.19,145.04,139.73,139.83,69473000,0.0,0.0
2022-06-10,137.52,137.99,134.36,134.43,91437900,0.0,0.0
2022-06-13,130.26,132.54,128.85,129.28,122207100,0.0,0.0
2022-06-14,130.51,131.26,128.89,130.15,84784300,0.0,0.0
2022-06-15,131.65,134.64,129.56,132.76,91533000,0.0,0.0
2022-06-16,129.48,129.78,126.5,127.5,108123900,0.0,0.0
2022-06-17,127.51,130.46,127.26,128.97,134520300,0.0,0.0
2022-06-21,130.79,134.36,130.7,133.2,81000500,0.0,0.0
2022-06-22,132.14,135.05,131.27,132.69,73409200,0.0,0.0
2022-06-23,134.13,135.86,132.96,135.55,72433800,0.0,0.0
2022-06-24,137.15,139.12,137.02,138.87,89116800,0.0,0.0
2022-06-27,139.89,140.67,138.2,138.87,70207900,0.0,0.0
2022-06-28,139.33,140.6,134.62,134.74,67083400,0.0,0.0
2022-06-29,134.75,137.9,133.98,136.49,66242400,0.0,0.0
2022-06-30,134.55,135.65,131.14,134.03,98964500,0.0,0.0
2022-07-01,133.36,136.3,132.99,136.2,71051600,0.0,0.0
2022-07-05,135.06,138.82,134.24,138.77,73353800,0.0,0.0
2022-07-06,138.57,141.28,138.3,140.11,74064300,0.0,0.0
2022-07-07,140.47,143.67,140.46,143.47,66253700,0.0,0.0
2022-07-08,142.4,144.65,142.15,144.15,64547800,0.0,0.0
2022-07-11,142.8,143.75,140.95,142.02,63141600,0.0,0.0
2022-07-12,142.89,145.53,142.2,142.99,77588800,0.0,0.0
2022-07-13,140.18,143.57,139.32,142.63,71185600,0.0,0.0
2022-07-14,141.24,146.02,140.43,145.55,78140700,0.0,0.0
2022-07-15,146.83,147.89,145.28,147.21,76259900,0.0,0.0
2022-07-18,147.77,148.59,143.81,144.18,81420900,0.0,0.0
2022-07-19,145.01,148.25,144.02,148.03,82982400,0.0,0.0
2022-07-20,148.15,150.69,147.41,150.03,64823400,0.0,0.0
2022-07-21,151.46,152.51,148.95,152.29,65086600,0.0,0.0
2022-07-22,152.33,153.2,150.39,151.06,66675400,0.0,0.0
2022-07-25,150.98,151.99,149.28,149.94,53623900,0.0,0.0
2022-07-26,149.26,150.08,147.83,148.62,55138700,0.0,0.0
2022-07-27,149.58,154.23,149.17,153.7,78620700,0.0,0.0
2022-07-28,153.89,154.54,151.37,154.25,81378700,0.0,0.0
2022-07-29,158.07,160.41,156.36,159.31,101786900,0.0,0.0
2022-08-01,157.84,160.37,157.72,158.33,67829400,0.0,0.0
2022-08-02,156.95,159.21,156.49,156.86,59907000,0.0,0.0
2022-08-03,157.67,163.31,157.59,162.86,82507500,0.0,0.0
2022-08-04,162.74,163.9,161.19,162.55,55474100,0.0,0.0
2022-08-05,160.22,162.81,160.01,162.32,56697000,0.23,0.0
2022-08-08,163.32,164.74,161.19,161.85,60276900,0.0,0.0
2022-08-09,161.02,162.78,160.26,161.9,63135500,0.0,0.0
2022-08-10,164.61,166.24,163.84,166.14,70170500,0.0,0.0
2022-08-11,166.94,167.86,165.11,165.4,57149200,0.0,0.0
2022-08-12,166.71,169.02,166.3,168.95,68039400,0.0,0.0
2022-08-15,168.38,170.21,168.21,170.02,54091700,0.0,0.0
2022-08-16,169.62,170.53,168.52,169.86,56377100,0.0,0.0
2022-08-17,169.61,172.92,169.41,171.35,79542000,0.0,0.0
2022-08-18,170.57,171.7,169.95,170.96,62290100,0.0,0.0
2022-08-19,169.86,170.56,168.17,168.38,70346300,0.0,0.0
2022-08-22,166.58,166.75,164.08,164.5,69026800,0.0,0.0
2022-08-23,164.02,165.62,163.6,164.17,54147100,0.0,0.0
2022-08-24,164.26,165.03,163.2,164.46,53841500,0.0,0.0
2022-08-25,165.69,167.02,165.27,166.92,51218200,0.0,0.0
2022-08-26,167.45,167.92,160.56,160.62,78961000,0.0,0.0
2022-08-29,158.2,159.92,156.89,158.42,73314000,0.0,0.0
2022-08-30,159.16,159.58,154.83,156.0,77906200,0.0,0.0
2022-08-31,157.37,157.64,154.26,154.34,87991100,0.0,0.0
2022-09-01,153.77,155.52,151.84,155.07,74229900,0.0,0.0
2022-09-02,156.82,157.42,152.13,152.96,76957800,0.0,0.0
2022-09-06,153.6,154.21,150.87,151.7,73714800,0.0,0.0
2022-09-07,151.98,153.8,150.8,153.1,87449600,0.0,0.0
2022-09-08,151.81,153.5,149.88,151.63,84923800,0.0,0.0
2022-09-09,152.62,154.93,151.92,154.49,68028800,0.0,0.0
2022-09-12,156.67,161.25,156.38,160.44,104956000,0.0,0.0
2022-09-13,156.97,157.6,150.56,151.02,122656600,0.0,0.0
2022-09-14,151.95,154.22,150.8,152.47,87965400,0.0,0.0
2022-09-15,151.82,152.4,148.61,149.58,90481100,0.0,0.0
2022-09-16,148.44,148.58,145.65,147.94,162278800,0.0,0.0
2022-09-19,146.58,151.73,146.37,151.65,81474200,0.0,0.0
2022-09-20,150.59,155.18,150.28,154.03,107689800,0.0,0.0
2022-09-21,154.46,155.83,150.79,150.9,101696800,0.0,0.0
2022-09-22,149.59,151.64,148.15,149.94,86652500,0.0,0.0
2022-09-23,148.42,148.7,145.84,147.67,96029900,0.0,0.0
2022-09-26,146.92,150.95,146.9,148.01,93339400,0.0,0.0
2022-09-27,149.94,151.89,147.2,148.98,84442700,0.0,0.0
2022-09-28,144.94,147.88,142.19,147.1,146691400,0.0,0.0
2022-09-29,143.42,144.03,138.1,139.87,128138200,0.0,0.0
2022-09-30,138.69,140.48,135.47,135.67,124925300,0.0,0.0
2022-10-03,135.68,140.45,135.17,139.84,114311700,0.0,0.0
2022-10-04,142.37,143.54,141.62,143.42,87830100,0.0,0.0
2022-10-05,141.43,144.68,140.39,143.72,79471000,0.0,0.0
2022-10-06,143.14,144.84,142.56,142.77,68402200,0.0,0.0
2022-10-07,139.93,140.48,136.9,137.52,85925600,0.0,0.0
2022-10-10,137.85,139.29,136.03,137.85,74899000,0.0,0.0
2022-10-11,137.34,138.76,135.69,136.43,77033700,0.0,0.0
2022-10-12,136.58,137.79,135.63,135.81,70433700,0.0,0.0
2022-10-13,132.52,140.96,131.91,140.37,113224000,0.0,0.0
2022-10-14,141.67,141.87,135.66,135.85,88598000,0.0,0.0
2022-10-17,138.49,140.28,137.7,139.8,85250900,0.0,0.0
2022-10-18,142.83,144.01,138.03,141.12,99136600,0.0,0.0
2022-10-19,139.09,142.29,138.91,141.22,61758300,0.0,0.0
2022-10-20,140.4,143.22,140.04,140.76,64522000,0.0,0.0
2022-10-21,140.25,145.14,140.04,144.57,86548600,0.0,0.0
2022-10-24,144.49,147.48,143.33,146.71,75981900,0.0,0.0
2022-10-25,147.34,149.7,146.62,149.55,74732300,0.0,0.0
2022-10-26,148.19,149.21,145.33,146.61,88194300,0.0,0.0
2022-10-27,145.36,146.32,141.49,142.15,109180200,0.0,0.0
2022-10-28,145.49,154.62,145.11,152.89,164762400,0.0,0.0
2022-10-31,150.35,151.41,149.14,150.53,97943200,0.0,0.0
2022-11-01,152.24,152.6,146.4,147.89,80379300,0.0,0.0
2022-11-02,146.22,149.38,142.34,142.37,93604600,0.0,0.0
2022-11-03,139.46,140.18,136.21,136.34,97918500,0.0,0.0
2022-11-04,139.72,140.29,132.14,136.07,140814800,0.23,0.0
2022-11-07,134.82,136.83,133.41,136.6,83374600,0.0,0.0
2022-11-08,138.07,139.07,135.2,137.17,89908500,0.0,0.0
2022-11-09,136.19,136.24,132.34,132.62,74917800,0.0,0.0
2022-11-10,138.88,144.42,137.17,144.42,118854000,0.0,0.0
2022-11-11,143.39,147.51,141.96,147.2,93979700,0.0,0.0
2022-11-14,146.48,147.77,144.97,145.81,73374100,0.0,0.0
2022-11-15,149.68,151.03,146.08,147.54,89868300,0.0,0.0
2022-11-16,146.64,147.37,144.83,146.31,64218300,0.0,0.0
2022-11-17,143.99,148.95,143.71,148.2,80389400,0.0,0.0
2022-11-18,149.77,150.15,147.47,148.77,74829600,0.0,0.0
2022-11-21,147.65,147.86,145.25,145.54,58724100,0.0,0.0
2022-11-22,145.66,147.91,144.48,147.67,51804100,0.0,0.0
2022-11-23,146.96,149.3,146.85,148.55,58301400,0.0,0.0
2022-11-25,145.83,146.4,144.66,145.64,35195900,0.0,0.0
2022-11-28,142.72,144.19,140.99,141.81,69246000,0.0,0.0
2022-11-29,141.88,142.39,138.01,138.81,83763800,0.0,0.0
2022-11-30,139.04,146.24,138.2,145.56,111380900,0.0,0.0
2022-12-01,145.74,146.64,144.16,145.83,71250400,0.0,0.0
2022-12-02,143.52,145.53,143.22,145.34,65447400,0.0,0.0
2022-12-05,145.3,148.4,143.34,144.18,68826400,0.0,0.0
2022-12-06,144.62,144.84,139.55,140.52,64727200,0.0,0.0
2022-12-07,139.82,140.98,137.66,138.59,69721100,0.0,0.0
2022-12-08,139.98,141.12,138.75,140.27,62128300,0.0,0.0
2022-12-09,139.96,143.14,138.55,139.79,76097000,0.0,0.0
2022-12-12,140.32,142.09,138.71,142.08,70462700,0.0,0.0
2022-12-13,147.0,147.47,141.83,143.04,93886200,0.0,0.0
2022-12-14,142.92,144.21,138.8,140.82,82291200,0.0,0.0
2022-12-15,138.76,139.43,133.76,134.22,98931900,0.0,0.0
2022-12-16,134.41,135.35,131.5,132.27,160156900,0.0,0.0
2022-12-19,132.86,132.94,129.13,130.16,79592600,0.0,0.0
2022-12-20,129.2,131.03,127.72,130.09,77432800,0.0,0.0
2022-12-21,130.76,134.53,130.53,133.19,85928000,0.0,0.0
2022-12-22,132.11,132.31,128.13,130.02,77852100,0.0,0.0
2022-12-23,128.74,130.21,127.48,129.66,63814900,0.0,0.0
2022-12-27,129.19,129.22,126.57,127.86,69007800,0.0,0.0
2022-12-28,127.51,128.84,123.77,123.94,85438400,0.0,0.0
2022-12-29,125.85,128.3,125.6,127.45,75703700,0.0,0.0
2022-12-30,126.27,127.78,125.3,127.76,77034200,0.0,0.0
2023-01-03,128.11,128.72,122.1,122.98,112117500,0.0,0.0
2023-01-04,124.77,126.51,122.99,124.25,89113600,0.0,0.0
2023-01-05,125.01,125.64,122.68,122.93,80962700,0.0,0.0
2023-01-06,123.91,128.12,122.81,127.46,87754700,0.0,0.0
2023-01-09,128.29,131.18,127.72,127.98,70790800,0.0,0.0
2023-01-10,128.09,129.07,125.98,128.55,63896200,0.0,0.0
2023-01-11,129.06,131.28,128.28,131.26,69458900,0.0,0.0
